fid0725,regionname,const230_h,round,respno,urb,r4,central,male,eth_akan,eth_ewe,eth_ga,eth_dagomba,eth_other,vote_npp_pres,vote_ndc_pres,economy_oneyear,poverty,unfair,trustown,trustother,gov_sentus,responsself,akan_5km_l_p,ewe_5km_l_p,akan_30km_l_p,ewe_30km_l_p,dev_factor2,h_30rad_e,popdens5x5
546,BRONG AHAFO,PRU,ROUND3,GHA0986,0,0,0,1,1,0,0,0,0,0,1,3,-1.283315,1,0,0,0,0,0.6101189,0.0563813,0.371715,0.0117633,-1.10717,0.0986753,35.68381
9995,BRONG AHAFO,SENE,ROUND4,GHA0986,0,1,0,0,0,1,0,0,0,0,1,2,1.849839,1,,,1,,0.154937,0.5616803,0.1037659,0.3857899,-1.097944,0.1658617,14.18298
546,BRONG AHAFO,PRU,ROUND3,GHA0987,0,0,0,0,1,0,0,0,0,0,0,1,-0.7241102,0,1,1,0,1,0.6101189,0.0563813,0.371715,0.0117633,-1.10717,0.0986753,35.68381
9995,BRONG AHAFO,SENE,ROUND4,GHA0987,0,1,0,1,0,1,0,0,0,0,0,4,-0.5919405,1,,,1,,0.154937,0.5616803,0.1037659,0.3857899,-1.097944,0.1658617,14.18298
546,BRONG AHAFO,PRU,ROUND3,GHA0988,0,0,0,1,1,0,0,0,0,0,0,3,0.4819643,0,1,1,0,1,0.6101189,0.0563813,0.371715,0.0117633,-1.10717,0.0986753,35.68381
9995,BRONG AHAFO,SENE,ROUND4,GHA0988,0,1,0,0,1,0,0,0,0,0,0,4,0.5822334,1,,,0,,0.154937,0.5616803,0.1037659,0.3857899,-1.097944,0.1658617,14.18298
546,BRONG AHAFO,PRU,ROUND3,GHA0989,0,0,0,1,0,1,0,0,0,1,0,1,-1.283315,0,1,1,0,1,0.6101189,0.0563813,0.371715,0.0117633,-1.10717,0.0986753,35.68381
9995,BRONG AHAFO,SENE,ROUND4,GHA0989,0,1,0,1,0,1,0,0,0,0,1,4,-0.5919405,0,,,1,,0.154937,0.5616803,0.1037659,0.3857899,-1.097944,0.1658617,14.18298
9995,BRONG AHAFO,SENE,ROUND4,GHA0990,0,1,0,0,0,1,0,0,0,1,0,4,-1.122426,0,,,1,,0.154937,0.5616803,0.1037659,0.3857899,-1.097944,0.1658617,14.18298
169,ASHANTI,OFFINSO SOUTH,ROUND3,GHA0990,0,0,0,0,1,0,0,0,0,1,0,4,0.4750524,0,0,0,1,1,0.8908315,0.0121974,0.7920624,0.019233,0.3750427,0.0145703,231.8188
169,ASHANTI,OFFINSO SOUTH,ROUND3,GHA0991,0,0,0,0,1,0,0,0,0,1,0,2,-0.7241102,1,1,0,1,0,0.8908315,0.0121974,0.7920624,0.019233,0.3750427,0.0145703,231.8188
9995,BRONG AHAFO,SENE,ROUND4,GHA0991,0,1,0,1,0,1,0,0,0,0,1,2,1.849839,1,,,1,,0.154937,0.5616803,0.1037659,0.3857899,-1.097944,0.1658617,14.18298
169,ASHANTI,OFFINSO SOUTH,ROUND3,GHA0992,0,0,0,0,1,0,0,0,0,0,0,3,0.4554171,0,0,0,0,1,0.8908315,0.0121974,0.7920624,0.019233,0.3750427,0.0145703,231.8188
9995,BRONG AHAFO,SENE,ROUND4,GHA0992,0,1,0,0,1,0,0,0,0,1,0,3,-0.5919405,0,,,1,,0.154937,0.5616803,0.1037659,0.3857899,-1.097944,0.1658617,14.18298
4436,NORTHERN,SALWA-TUNA-KALBA,ROUND4,GHA0993,0,1,0,1,0,0,0,0,1,0,1,4,1.849839,1,,,0,,0.1036455,0,0.0834669,0.0010804,-1.095669,0.0548166,28.21479
169,ASHANTI,OFFINSO SOUTH,ROUND3,GHA0993,0,0,0,0,1,0,0,0,0,1,0,2,-1.283315,0,0,0,1,0,0.8908315,0.0121974,0.7920624,0.019233,0.3750427,0.0145703,231.8188
169,ASHANTI,OFFINSO SOUTH,ROUND3,GHA0994,0,0,0,1,1,0,0,0,0,1,0,2,-0.1308907,0,1,0,1,0,0.8908315,0.0121974,0.7920624,0.019233,0.3750427,0.0145703,231.8188
4436,NORTHERN,SALWA-TUNA-KALBA,ROUND4,GHA0994,0,1,0,0,0,0,0,0,1,0,0,3,1.849839,1,,,1,,0.1036455,0,0.0834669,0.0010804,-1.095669,0.0548166,28.21479
169,ASHANTI,OFFINSO SOUTH,ROUND3,GHA0995,0,0,0,1,1,0,0,0,0,1,0,2,0.4857464,0,0,0,1,1,0.8908315,0.0121974,0.7920624,0.019233,0.3750427,0.0145703,231.8188
4436,NORTHERN,SALWA-TUNA-KALBA,ROUND4,GHA0995,0,1,0,1,0,0,0,0,1,1,0,4,1.849839,1,,,1,,0.1036455,0,0.0834669,0.0010804,-1.095669,0.0548166,28.21479
169,ASHANTI,OFFINSO SOUTH,ROUND3,GHA0996,0,0,0,1,1,0,0,0,0,1,0,2,-1.283315,0,0,0,1,1,0.8908315,0.0121974,0.7920624,0.019233,0.3750427,0.0145703,231.8188
4436,NORTHERN,SALWA-TUNA-KALBA,ROUND4,GHA0996,0,1,0,0,0,0,0,0,1,0,0,4,0.0706505,1,,,1,,0.1036455,0,0.0834669,0.0010804,-1.095669,0.0548166,28.21479
169,ASHANTI,OFFINSO SOUTH,ROUND3,GHA0997,0,0,0,1,1,0,0,0,0,1,0,2,-0.1378025,0,1,1,0,1,0.8908315,0.0121974,0.7920624,0.019233,0.3750427,0.0145703,231.8188
4436,NORTHERN,SALWA-TUNA-KALBA,ROUND4,GHA0997,0,1,0,1,0,0,0,0,1,1,0,3,-0.5919405,0,,,1,,0.1036455,0,0.0834669,0.0010804,-1.095669,0.0548166,28.21479
4436,NORTHERN,SALWA-TUNA-KALBA,ROUND4,GHA0998,0,1,0,0,0,0,0,0,1,1,0,2,0.0048611,0,,,0,,0.1036455,0,0.0834669,0.0010804,-1.095669,0.0548166,28.21479
4436,NORTHERN,SALWA-TUNA-KALBA,ROUND4,GHA0999,0,1,0,1,0,0,0,0,1,1,0,4,-0.5450537,1,,,1,,0.1036455,0,0.0834669,0.0010804,-1.095669,0.0548166,28.21479
4436,NORTHERN,SALWA-TUNA-KALBA,ROUND4,GHA1000,0,1,0,0,0,0,0,0,1,0,0,3,1.849839,1,,,1,,0.1036455,0,0.0834669,0.0010804,-1.095669,0.0548166,28.21479
2921,WESTERN,SEKONDI,ROUND3,GHA1001,1,0,0,1,1,0,0,0,0,0,0,1,1.098601,1,1,0,1,1,0.7887554,0.0775956,0.8019294,0.0654763,1.590613,0.0042329,1274.942
4951,NORTHERN,YAPEI/KUSAWGU,ROUND4,GHA1001,0,1,0,1,0,0,0,0,1,0,1,2,0.601136,1,,,1,,0.0949583,0.018423,0.0877848,0.0117004,-0.7809711,0.1859079,43.12179
2921,WESTERN,SEKONDI,ROUND3,GHA1002,1,0,0,1,1,0,0,0,0,1,0,,-0.1378025,1,0,0,0,0,0.7887554,0.0775956,0.8019294,0.0654763,1.590613,0.0042329,1274.942
4951,NORTHERN,YAPEI/KUSAWGU,ROUND4,GHA1002,0,1,0,0,0,0,0,1,0,0,1,1,0.637333,1,,,1,,0.0949583,0.018423,0.0877848,0.0117004,-0.7809711,0.1859079,43.12179
2921,WESTERN,SEKONDI,ROUND3,GHA1003,1,0,0,0,0,0,1,0,0,1,0,2,1.684909,1,1,0,1,1,0.7887554,0.0775956,0.8019294,0.0654763,1.590613,0.0042329,1274.942
4951,NORTHERN,YAPEI/KUSAWGU,ROUND4,GHA1003,0,1,0,1,0,0,0,0,1,1,0,5,-0.4705248,1,,,1,,0.0949583,0.018423,0.0877848,0.0117004,-0.7809711,0.1859079,43.12179
4951,NORTHERN,YAPEI/KUSAWGU,ROUND4,GHA1004,0,1,0,0,0,0,0,1,0,0,1,4,0.5822334,0,,,0,,0.0949583,0.018423,0.0877848,0.0117004,-0.7809711,0.1859079,43.12179
2921,WESTERN,SEKONDI,ROUND3,GHA1004,1,0,0,0,1,0,0,0,0,1,0,3,1.09169,0,1,1,1,1,0.7887554,0.0775956,0.8019294,0.0654763,1.590613,0.0042329,1274.942
2921,WESTERN,SEKONDI,ROUND3,GHA1005,1,0,0,1,1,0,0,0,0,1,0,4,1.684909,1,1,1,1,1,0.7887554,0.0775956,0.8019294,0.0654763,1.590613,0.0042329,1274.942
4951,NORTHERN,YAPEI/KUSAWGU,ROUND4,GHA1005,0,1,0,1,0,0,0,0,1,0,1,3,1.849839,0,,,1,,0.0949583,0.018423,0.0877848,0.0117004,-0.7809711,0.1859079,43.12179
2921,WESTERN,SEKONDI,ROUND3,GHA1006,1,0,0,0,1,0,0,0,0,0,0,4,1.684909,0,0,0,1,0,0.7887554,0.0775956,0.8019294,0.0654763,1.590613,0.0042329,1274.942
4951,NORTHERN,YAPEI/KUSAWGU,ROUND4,GHA1006,0,1,0,0,0,0,0,0,1,0,0,2,1.849839,0,,,1,,0.0949583,0.018423,0.0877848,0.0117004,-0.7809711,0.1859079,43.12179
2921,WESTERN,SEKONDI,ROUND3,GHA1007,1,0,0,0,1,0,0,0,0,1,0,4,-1.283315,0,1,0,1,1,0.7887554,0.0775956,0.8019294,0.0654763,1.590613,0.0042329,1274.942
4951,NORTHERN,YAPEI/KUSAWGU,ROUND4,GHA1007,0,1,0,1,0,0,0,0,1,0,0,3,1.253037,0,,,0,,0.0949583,0.018423,0.0877848,0.0117004,-0.7809711,0.1859079,43.12179
2921,WESTERN,SEKONDI,ROUND3,GHA1008,1,0,0,1,1,0,0,0,0,0,0,3,-0.7241102,1,0,0,0,1,0.7887554,0.0775956,0.8019294,0.0654763,1.590613,0.0042329,1274.942
4951,NORTHERN,YAPEI/KUSAWGU,ROUND4,GHA1008,0,1,0,0,0,0,0,1,0,1,0,5,-0.5450537,0,,,1,,0.0949583,0.018423,0.0877848,0.0117004,-0.7809711,0.1859079,43.12179
4700,NORTHERN,SALAGA,ROUND4,GHA1009,0,1,0,1,0,0,0,0,1,0,1,2,-0.0145682,0,,,0,,0.1052596,0.3363978,0.1217004,0.3025357,-1.043439,0.0976199,21.06032
2992,WESTERN,SEFWI-WIAWSO,ROUND3,GHA1009,0,0,0,1,1,0,0,0,0,0,0,4,-1.283315,0,1,1,0,,0.8232122,0.0240654,0.8374282,0.0298053,0.5910465,0.0436846,147.8775
2992,WESTERN,SEFWI-WIAWSO,ROUND3,GHA1010,0,0,0,0,1,0,0,0,0,0,0,4,0.4857464,1,1,1,1,1,0.8232122,0.0240654,0.8374282,0.0298053,0.5910465,0.0436846,147.8775
4700,NORTHERN,SALAGA,ROUND4,GHA1010,0,1,0,0,0,0,0,0,1,0,1,2,1.253037,1,,,0,,0.1052596,0.3363978,0.1217004,0.3025357,-1.043439,0.0976199,21.06032
2992,WESTERN,SEFWI-WIAWSO,ROUND3,GHA1011,0,0,0,0,1,0,0,0,0,1,0,4,0.5393962,0,0,0,1,1,0.8232122,0.0240654,0.8374282,0.0298053,0.5910465,0.0436846,147.8775
4700,NORTHERN,SALAGA,ROUND4,GHA1011,0,1,0,1,0,0,0,1,0,1,0,4,1.234135,1,,,1,,0.1052596,0.3363978,0.1217004,0.3025357,-1.043439,0.0976199,21.06032
2992,WESTERN,SEFWI-WIAWSO,ROUND3,GHA1012,0,0,0,1,1,0,0,0,0,0,0,3,1.684909,1,0,0,0,1,0.8232122,0.0240654,0.8374282,0.0298053,0.5910465,0.0436846,147.8775
4700,NORTHERN,SALAGA,ROUND4,GHA1012,0,1,0,0,0,0,0,1,0,1,0,4,0.0237637,1,,,1,,0.1052596,0.3363978,0.1217004,0.3025357,-1.043439,0.0976199,21.06032
2992,WESTERN,SEFWI-WIAWSO,ROUND3,GHA1013,0,0,0,1,1,0,0,0,0,0,0,3,-1.283315,1,0,1,0,,0.8232122,0.0240654,0.8374282,0.0298053,0.5910465,0.0436846,147.8775
4700,NORTHERN,SALAGA,ROUND4,GHA1013,0,1,0,1,0,0,0,1,0,1,0,4,1.849839,0,,,1,,0.1052596,0.3363978,0.1217004,0.3025357,-1.043439,0.0976199,21.06032
2992,WESTERN,SEFWI-WIAWSO,ROUND3,GHA1014,0,0,0,0,1,0,0,0,0,0,1,4,-0.0734588,0,0,1,0,1,0.8232122,0.0240654,0.8374282,0.0298053,0.5910465,0.0436846,147.8775
4700,NORTHERN,SALAGA,ROUND4,GHA1014,0,1,0,0,0,0,0,1,0,0,0,2,-0.0145682,1,,,1,,0.1052596,0.3363978,0.1217004,0.3025357,-1.043439,0.0976199,21.06032
2992,WESTERN,SEFWI-WIAWSO,ROUND3,GHA1015,0,0,0,1,1,0,0,0,0,0,0,2,-1.283315,0,1,1,0,1,0.8232122,0.0240654,0.8374282,0.0298053,0.5910465,0.0436846,147.8775
4700,NORTHERN,SALAGA,ROUND4,GHA1015,0,1,0,1,0,0,0,1,0,0,1,1,-0.5450537,1,,,1,,0.1052596,0.3363978,0.1217004,0.3025357,-1.043439,0.0976199,21.06032
2992,WESTERN,SEFWI-WIAWSO,ROUND3,GHA1016,0,0,0,0,1,0,0,0,0,0,1,4,-0.0734588,0,0,0,0,0,0.8232122,0.0240654,0.8374282,0.0298053,0.5910465,0.0436846,147.8775
4700,NORTHERN,SALAGA,ROUND4,GHA1016,0,1,0,0,0,0,0,1,0,0,0,3,1.197938,0,,,1,,0.1052596,0.3363978,0.1217004,0.3025357,-1.043439,0.0976199,21.06032
2134,NORTHERN,BIMBILLA,ROUND4,GHA1017,0,1,0,1,0,0,0,0,1,0,1,2,0.5822334,1,,,0,,0.0650132,0.0071759,0.064256,0.0088109,0.1964491,0.1402602,115.9799
2999,WESTERN,BIBIANI ANHWIASO-BEKWAI,ROUND3,GHA1017,0,0,0,0,1,0,0,0,0,0,1,2,-0.1308907,0,0,0,1,1,0.8834822,0.0156923,0.8839315,0.0150998,-0.3256294,0.0298665,134.7592
2134,NORTHERN,BIMBILLA,ROUND4,GHA1018,0,1,0,0,0,0,0,1,0,1,0,4,1.849839,1,,,0,,0.0650132,0.0071759,0.064256,0.0088109,0.1964491,0.1402602,115.9799
2999,WESTERN,BIBIANI ANHWIASO-BEKWAI,ROUND3,GHA1018,0,0,0,0,1,0,0,0,0,0,0,2,-0.6704605,0,0,0,0,1,0.8834822,0.0156923,0.8839315,0.0150998,-0.3256294,0.0298665,134.7592
2134,NORTHERN,BIMBILLA,ROUND4,GHA1019,0,1,0,1,0,0,0,1,0,0,1,4,-1.122426,0,,,0,,0.0650132,0.0071759,0.064256,0.0088109,0.1964491,0.1402602,115.9799
2999,WESTERN,BIBIANI ANHWIASO-BEKWAI,ROUND3,GHA1019,0,0,0,1,1,0,0,0,0,0,0,2,0.4788346,1,1,0,1,,0.8834822,0.0156923,0.8839315,0.0150998,-0.3256294,0.0298665,134.7592
2134,NORTHERN,BIMBILLA,ROUND4,GHA1020,0,1,0,0,0,0,0,1,0,0,0,3,-1.122426,0,,,0,,0.0650132,0.0071759,0.064256,0.0088109,0.1964491,0.1402602,115.9799
2999,WESTERN,BIBIANI ANHWIASO-BEKWAI,ROUND3,GHA1020,0,0,0,1,1,0,0,0,0,0,0,2,0.4750524,1,1,1,1,1,0.8834822,0.0156923,0.8839315,0.0150998,-0.3256294,0.0298665,134.7592
2134,NORTHERN,BIMBILLA,ROUND4,GHA1021,0,1,0,1,0,0,0,1,0,0,1,4,-0.0145682,0,,,1,,0.0650132,0.0071759,0.064256,0.0088109,0.1964491,0.1402602,115.9799
2999,WESTERN,BIBIANI ANHWIASO-BEKWAI,ROUND3,GHA1021,0,0,0,0,1,0,0,0,0,1,0,2,-0.7241102,0,0,0,1,1,0.8834822,0.0156923,0.8839315,0.0150998,-0.3256294,0.0298665,134.7592
2134,NORTHERN,BIMBILLA,ROUND4,GHA1022,0,1,0,0,0,0,0,0,1,0,1,3,-0.0145682,1,,,1,,0.0650132,0.0071759,0.064256,0.0088109,0.1964491,0.1402602,115.9799
2999,WESTERN,BIBIANI ANHWIASO-BEKWAI,ROUND3,GHA1022,0,0,0,0,1,0,0,0,0,1,0,1,1.684909,1,1,1,0,0,0.8834822,0.0156923,0.8839315,0.0150998,-0.3256294,0.0298665,134.7592
2134,NORTHERN,BIMBILLA,ROUND4,GHA1023,0,1,0,1,0,0,0,0,1,0,1,4,-0.0145682,0,,,0,,0.0650132,0.0071759,0.064256,0.0088109,0.1964491,0.1402602,115.9799
2999,WESTERN,BIBIANI ANHWIASO-BEKWAI,ROUND3,GHA1023,0,0,0,0,1,0,0,0,0,1,0,5,-0.7241102,1,0,0,1,1,0.8834822,0.0156923,0.8839315,0.0150998,-0.3256294,0.0298665,134.7592
2999,WESTERN,BIBIANI ANHWIASO-BEKWAI,ROUND3,GHA1024,0,0,0,1,1,0,0,0,0,1,0,4,-0.7241102,0,1,1,0,1,0.8834822,0.0156923,0.8839315,0.0150998,-0.3256294,0.0298665,134.7592
2134,NORTHERN,BIMBILLA,ROUND4,GHA1024,0,1,0,0,0,0,0,1,0,1,0,4,-1.122426,0,,,1,,0.0650132,0.0071759,0.064256,0.0088109,0.1964491,0.1402602,115.9799
2272,NORTHERN,ZABZUGU/TATALE,ROUND4,GHA1025,0,1,0,1,0,0,0,1,0,0,1,3,-1.122426,0,,,1,,0.0706319,0.0662341,0.0710925,0.0034912,0.7558365,0.1370865,70.53928
8168,WESTERN,AHANTA WEST,ROUND3,GHA1025,0,0,0,0,1,0,0,0,0,0,0,2,-0.0538234,0,0,0,0,1,0.9038485,0.0157317,0.8630355,0.0482045,-1.126965,0.0069923,176.0736
2272,NORTHERN,ZABZUGU/TATALE,ROUND4,GHA1026,0,1,0,0,0,0,0,1,0,0,0,4,-1.122426,0,,,1,,0.0706319,0.0662341,0.0710925,0.0034912,0.7558365,0.1370865,70.53928
8168,WESTERN,AHANTA WEST,ROUND3,GHA1026,0,0,0,0,1,0,0,0,0,1,0,4,-1.283315,0,1,0,0,1,0.9038485,0.0157317,0.8630355,0.0482045,-1.126965,0.0069923,176.0736
8168,WESTERN,AHANTA WEST,ROUND3,GHA1027,0,0,0,0,1,0,0,0,0,1,0,2,-0.1308907,1,1,1,1,,0.9038485,0.0157317,0.8630355,0.0482045,-1.126965,0.0069923,176.0736
2272,NORTHERN,ZABZUGU/TATALE,ROUND4,GHA1027,0,1,0,1,0,0,0,1,0,0,0,3,-0.5919405,0,,,1,,0.0706319,0.0662341,0.0710925,0.0034912,0.7558365,0.1370865,70.53928
2272,NORTHERN,ZABZUGU/TATALE,ROUND4,GHA1028,0,1,0,0,0,0,0,1,0,0,0,4,-0.5919405,0,,,1,,0.0706319,0.0662341,0.0710925,0.0034912,0.7558365,0.1370865,70.53928
8168,WESTERN,AHANTA WEST,ROUND3,GHA1028,0,0,0,1,1,0,0,0,0,1,0,,1.684909,1,,,1,0,0.9038485,0.0157317,0.8630355,0.0482045,-1.126965,0.0069923,176.0736
2272,NORTHERN,ZABZUGU/TATALE,ROUND4,GHA1029,0,1,0,1,0,0,0,1,0,0,0,4,-1.122426,0,,,1,,0.0706319,0.0662341,0.0710925,0.0034912,0.7558365,0.1370865,70.53928
8168,WESTERN,AHANTA WEST,ROUND3,GHA1029,0,0,0,0,1,0,0,0,0,1,0,2,0.4788346,1,1,1,1,1,0.9038485,0.0157317,0.8630355,0.0482045,-1.126965,0.0069923,176.0736
2272,NORTHERN,ZABZUGU/TATALE,ROUND4,GHA1030,0,1,0,0,0,0,0,1,0,0,0,,-0.5919405,0,,,0,,0.0706319,0.0662341,0.0710925,0.0034912,0.7558365,0.1370865,70.53928
8168,WESTERN,AHANTA WEST,ROUND3,GHA1030,0,0,0,1,1,0,0,0,0,1,0,2,-0.1378025,0,0,0,1,1,0.9038485,0.0157317,0.8630355,0.0482045,-1.126965,0.0069923,176.0736
2272,NORTHERN,ZABZUGU/TATALE,ROUND4,GHA1031,0,1,0,1,0,0,0,1,0,1,0,3,-0.5919405,0,,,1,,0.0706319,0.0662341,0.0710925,0.0034912,0.7558365,0.1370865,70.53928
8168,WESTERN,AHANTA WEST,ROUND3,GHA1031,0,0,0,1,1,0,0,0,0,0,0,3,1.684909,1,0,0,1,,0.9038485,0.0157317,0.8630355,0.0482045,-1.126965,0.0069923,176.0736
2272,NORTHERN,ZABZUGU/TATALE,ROUND4,GHA1032,0,1,0,0,0,0,0,1,0,0,0,4,-0.5919405,0,,,1,,0.0706319,0.0662341,0.0710925,0.0034912,0.7558365,0.1370865,70.53928
8168,WESTERN,AHANTA WEST,ROUND3,GHA1032,0,0,0,1,1,0,0,0,0,1,0,4,-0.6900959,0,1,0,0,1,0.9038485,0.0157317,0.8630355,0.0482045,-1.126965,0.0069923,176.0736
2112,NORTHERN,ZABZUGU/TATALE,ROUND4,GHA1033,0,1,0,1,0,0,0,0,1,0,0,4,1.849839,1,,,1,,0.0407299,0.0032204,0.0502275,0.0015849,-0.6168045,0.3127339,52.97768
3152,WESTERN,SHAMA,ROUND3,GHA1033,0,0,0,0,1,0,0,0,0,0,0,4,-1.283315,0,1,0,0,1,0.9052028,0.0197827,0.8657715,0.0497919,0.813858,0.010719,401.4513
2112,NORTHERN,ZABZUGU/TATALE,ROUND4,GHA1034,0,1,0,0,0,0,0,0,1,0,0,3,1.849839,1,,,1,,0.0407299,0.0032204,0.0502275,0.0015849,-0.6168045,0.3127339,52.97768
3152,WESTERN,SHAMA,ROUND3,GHA1034,0,0,0,1,1,0,0,0,0,0,0,4,-0.1378025,1,1,1,0,1,0.9052028,0.0197827,0.8657715,0.0497919,0.813858,0.010719,401.4513
3152,WESTERN,SHAMA,ROUND3,GHA1035,0,0,0,0,1,0,0,0,0,0,0,2,1.684909,1,0,,1,0,0.9052028,0.0197827,0.8657715,0.0497919,0.813858,0.010719,401.4513
2112,NORTHERN,ZABZUGU/TATALE,ROUND4,GHA1035,0,1,0,1,0,0,0,0,1,0,1,3,1.849839,1,,,1,,0.0407299,0.0032204,0.0502275,0.0015849,-0.6168045,0.3127339,52.97768
2112,NORTHERN,ZABZUGU/TATALE,ROUND4,GHA1036,0,1,0,0,0,0,0,0,1,0,0,3,1.849839,1,,,1,,0.0407299,0.0032204,0.0502275,0.0015849,-0.6168045,0.3127339,52.97768
3152,WESTERN,SHAMA,ROUND3,GHA1036,0,0,0,0,1,0,0,0,0,1,0,2,-0.1074731,0,1,1,1,1,0.9052028,0.0197827,0.8657715,0.0497919,0.813858,0.010719,401.4513
2112,NORTHERN,ZABZUGU/TATALE,ROUND4,GHA1037,0,1,0,1,0,0,0,0,1,1,0,4,0.5822334,0,,,1,,0.0407299,0.0032204,0.0502275,0.0015849,-0.6168045,0.3127339,52.97768
3152,WESTERN,SHAMA,ROUND3,GHA1037,0,0,0,1,1,0,0,0,0,0,0,4,0.5053818,1,1,0,0,0,0.9052028,0.0197827,0.8657715,0.0497919,0.813858,0.010719,401.4513
2112,NORTHERN,ZABZUGU/TATALE,ROUND4,GHA1038,0,1,0,0,0,0,0,0,1,0,1,2,1.849839,1,,,0,,0.0407299,0.0032204,0.0502275,0.0015849,-0.6168045,0.3127339,52.97768
3152,WESTERN,SHAMA,ROUND3,GHA1038,0,0,0,1,1,0,0,0,0,0,0,1,1.684909,1,1,1,1,0,0.9052028,0.0197827,0.8657715,0.0497919,0.813858,0.010719,401.4513
2112,NORTHERN,ZABZUGU/TATALE,ROUND4,GHA1039,0,1,0,1,0,0,0,0,1,0,0,4,1.849839,1,,,0,,0.0407299,0.0032204,0.0502275,0.0015849,-0.6168045,0.3127339,52.97768
3152,WESTERN,SHAMA,ROUND3,GHA1039,0,0,0,0,1,0,0,0,0,1,0,4,-0.7241102,1,1,1,0,1,0.9052028,0.0197827,0.8657715,0.0497919,0.813858,0.010719,401.4513
2112,NORTHERN,ZABZUGU/TATALE,ROUND4,GHA1040,0,1,0,0,0,0,0,0,1,0,0,4,1.849839,1,,,0,,0.0407299,0.0032204,0.0502275,0.0015849,-0.6168045,0.3127339,52.97768
3152,WESTERN,SHAMA,ROUND3,GHA1040,0,0,0,1,1,0,0,0,0,1,0,3,-0.1308907,1,1,0,0,1,0.9052028,0.0197827,0.8657715,0.0497919,0.813858,0.010719,401.4513
2182,NORTHERN,YENDI,ROUND4,GHA1041,0,1,0,1,0,0,0,1,0,0,1,3,1.849839,0,,,1,,0.1156588,0.0126279,0.0902225,0.0104609,0.4824968,0.1557376,201.5847
2182,NORTHERN,YENDI,ROUND4,GHA1042,0,1,0,0,0,0,0,1,0,1,0,5,0.1451794,0,,,1,,0.1156588,0.0126279,0.0902225,0.0104609,0.4824968,0.1557376,201.5847
2182,NORTHERN,YENDI,ROUND4,GHA1043,0,1,0,1,0,0,0,1,0,1,0,4,-1.122426,0,,,1,,0.1156588,0.0126279,0.0902225,0.0104609,0.4824968,0.1557376,201.5847
2182,NORTHERN,YENDI,ROUND4,GHA1044,0,1,0,0,0,0,0,1,0,0,1,2,-0.5919405,1,,,1,,0.1156588,0.0126279,0.0902225,0.0104609,0.4824968,0.1557376,201.5847
2182,NORTHERN,YENDI,ROUND4,GHA1045,0,1,0,1,0,0,0,1,0,0,0,3,-0.5919405,0,,,1,,0.1156588,0.0126279,0.0902225,0.0104609,0.4824968,0.1557376,201.5847
2182,NORTHERN,YENDI,ROUND4,GHA1046,0,1,0,0,0,0,0,1,0,0,1,5,0.0599607,1,,,0,,0.1156588,0.0126279,0.0902225,0.0104609,0.4824968,0.1557376,201.5847
2182,NORTHERN,YENDI,ROUND4,GHA1047,0,1,0,1,0,0,0,1,0,0,1,4,-0.5919405,1,,,1,,0.1156588,0.0126279,0.0902225,0.0104609,0.4824968,0.1557376,201.5847
2182,NORTHERN,YENDI,ROUND4,GHA1048,0,1,0,0,0,0,0,1,0,0,1,3,1.849839,1,,,1,,0.1156588,0.0126279,0.0902225,0.0104609,0.4824968,0.1557376,201.5847
3060,WESTERN,PRESTA-HUNIVALLEY,ROUND3,GHA1049,0,0,0,1,1,0,0,0,0,1,0,4,0.4750524,1,1,0,0,1,0.677103,0.102397,0.8094878,0.0615726,0.3137759,0.0290506,77.01974
5149,NORTHERN,GUSHIEGU,ROUND4,GHA1049,0,1,0,1,0,0,0,1,0,0,1,4,-0.5450537,1,,,1,,0.0783939,0,0.0784725,0.0005966,-1.135811,0.364175,16.14758
3060,WESTERN,PRESTA-HUNIVALLEY,ROUND3,GHA1050,0,0,0,0,1,0,0,0,0,0,0,3,0.5053818,1,1,,1,1,0.677103,0.102397,0.8094878,0.0615726,0.3137759,0.0290506,77.01974
5149,NORTHERN,GUSHIEGU,ROUND4,GHA1050,0,1,0,0,0,0,0,1,0,1,0,4,-0.5450537,0,,,1,,0.0783939,0,0.0784725,0.0005966,-1.135811,0.364175,16.14758
3060,WESTERN,PRESTA-HUNIVALLEY,ROUND3,GHA1051,0,0,0,0,1,0,0,0,0,1,0,4,-0.1074731,0,1,1,1,0,0.677103,0.102397,0.8094878,0.0615726,0.3137759,0.0290506,77.01974
5149,NORTHERN,GUSHIEGU,ROUND4,GHA1051,0,1,0,1,0,0,0,0,1,0,0,3,1.849839,0,,,0,,0.0783939,0,0.0784725,0.0005966,-1.135811,0.364175,16.14758
3060,WESTERN,PRESTA-HUNIVALLEY,ROUND3,GHA1052,0,0,0,0,1,0,0,0,0,0,0,5,-1.283315,0,1,1,1,1,0.677103,0.102397,0.8094878,0.0615726,0.3137759,0.0290506,77.01974
5149,NORTHERN,GUSHIEGU,ROUND4,GHA1052,0,1,0,0,0,0,0,0,1,0,1,3,1.849839,1,,,0,,0.0783939,0,0.0784725,0.0005966,-1.135811,0.364175,16.14758
3060,WESTERN,PRESTA-HUNIVALLEY,ROUND3,GHA1053,0,0,0,1,1,0,0,0,0,1,0,3,1.684909,1,1,1,0,1,0.677103,0.102397,0.8094878,0.0615726,0.3137759,0.0290506,77.01974
